SITE,PLOT,TREAT,SPP,DBH_CM,CANOPY,STEM_TYPE,CLUMP_TYPE,DIV,HEIGHT_M
DALTON,32_2,2,SALIX,1.91,60,CLUMP,START,d,0.9
DALTON,32_2,2,SALIX,1.42,50,CLUMP,,d,2.4
DALTON,32_2,2,SALIX,0.79,0,CLUMP,,d,1.8
DALTON,32_2,2,SALIX,2.24,45,CLUMP,,d,1.2
DALTON,32_2,2,SALIX,1.27,0,CLUMP,,d,1.1
DALTON,32_2,2,SALIX,1.91,0,CLUMP,END,d,0.9
DALTON,32_2,2,PIME,1.91,0,IND,,c,0.6
DALTON,32_2,2,PIME,1.91,0,IND,,c,0.6
DALTON,32_2,2,SALIX,1.35,90,CLUMP,START,d,0.9
DALTON,32_2,2,SALIX,0.97,80,CLUMP,END,d,0.5
DALTON,32_2,2,SALIX,0.64,15,CLUMP,START,d,0.3
DALTON,32_2,2,SALIX,1.5,10,CLUMP,END,d,0.9
DALTON,32_2,2,PIME,2.87,0,IND,,c,2
DALTON,32_2,2,PIME,2.24,0,IND,,c,0.9
DALTON,32_2,2,PIME,1.6,0,IND,,c,0.9
DALTON,32_2,2,PIME,1.27,0,IND,,c,0.6
DALTON,32_2,2,PIME,1.27,0,IND,,c,0.6
DALTON,32_2,2,PIME,2.54,0,IND,,c,0.9
DALTON,32_2,2,SALIX,2.31,80,CLUMP,START,d,1.4
DALTON,32_2,2,SALIX,1.6,80,CLUMP,,d,0.9
DALTON,32_2,2,SALIX,1.27,0,CLUMP,,d,0.8
DALTON,32_2,2,SALIX,1.91,90,CLUMP,,d,2.4
DALTON,32_2,2,SALIX,0.64,95,CLUMP,,d,1.8
DALTON,32_2,2,SALIX,1.12,0,CLUMP,END,d,1.8
DALTON,32_2,2,PIME,0.86,100,IND,,c,0.3
DALTON,32_2,2,SALIX,1.91,90,CLUMP,START,d,0.9
DALTON,32_2,2,SALIX,1.12,0,CLUMP,,d,0.9
DALTON,32_2,2,SALIX,0.71,90,CLUMP,,d,0.6
DALTON,32_2,2,SALIX,0.23,100,CLUMP,,d,0.3
DALTON,32_2,2,SALIX,0.41,50,CLUMP,END,d,0.2
DALTON,32_2,2,SALIX,2.54,40,IND,,d,2.7
DALTON,32_2,2,PIME,1.19,0,IND,,c,0.6
DALTON,32_2,2,PIME,1.5,0,IND,,c,0.6
DALTON,32_2,2,PIME,1.6,0,IND,,c,0.6
DALTON,32_2,2,PIME,0.97,0,IND,,c,0.3
DALTON,32_2,2,PIME,1.27,0,IND,,c,0.6
DALTON,32_2,2,PIME,2.54,0,IND,,c,1.7
DALTON,32_2,2,PIME,1.04,0,IND,,c,1.5
DALTON,32_2,2,PIME,0.71,0,IND,,c,1.5
DALTON,32_2,2,PIME,1.91,0,IND,,c,1.1
DALTON,32_2,2,PIME,1.91,0,IND,,c,3
DALTON,32_2,2,SALIX,1.91,0,CLUMP,START,d,0.9
DALTON,32_2,2,SALIX,0.97,0,CLUMP,,d,0.5
DALTON,32_2,2,SALIX,1.91,0,CLUMP,,d,2.7
DALTON,32_2,2,SALIX,1.91,0,CLUMP,END,d,1.2
DALTON,32_2,2,BENE,2.62,0,CLUMP,START,d,0.9
DALTON,32_2,2,BENE,2.13,100,CLUMP,,d,3
DALTON,32_2,2,BENE,1.6,90,CLUMP,,d,3
DALTON,32_2,2,BENE,0.97,100,CLUMP,END,d,2.6
DALTON,32_2,2,PIME,2.13,0,IND,,c,0.9
DALTON,32_2,2,PIME,1.91,0,IND,,c,1.2
DALTON,32_2,2,BENE,2.69,0,IND,,d,1.1
DALTON,32_2,2,BENE,3.02,0,IND,,d,0.9
DALTON,32_2,2,BENE,1.19,80,IND,,d,3
DALTON,32_2,2,PIME,1.27,0,IND,,c,1.7
DALTON,32_2,2,BENE,0.86,70,IND,,d,2.4
DALTON,32_2,2,PIME,0.97,0,IND,,c,1.7
DALTON,32_2,2,BENE,1.83,0,IND,,d,1.8
DALTON,32_2,2,PIME,2.54,0,IND,,c,1.5
DALTON,32_2,2,PIME,1.91,0,IND,,c,1.8
DALTON,32_2,2,PIME,1.91,0,IND,,c,2.3
DALTON,32_2,2,PIME,1.91,0,IND,,c,1.8
DALTON,32_2,2,SALIX,0.71,70,CLUMP,START,d,0.9
DALTON,32_2,2,SALIX,0.71,50,CLUMP,,d,0.3
DALTON,32_2,2,SALIX,0.64,50,CLUMP,END,d,0.6
DALTON,32_2,2,BENE,1.91,90,CLUMP,START,d,3
DALTON,32_2,2,BENE,4.14,100,CLUMP,,d,5.5
DALTON,32_2,2,BENE,5.08,100,CLUMP,,d,4.9
DALTON,32_2,2,BENE,3.17,100,CLUMP,END,d,3.7
DALTON,32_2,2,BENE,1.19,30,IND,,d,0.6
DALTON,32_2,2,BENE,3.66,0,CLUMP,START,d,0.8
DALTON,32_2,2,BENE,2.13,90,CLUMP,END,d,4.9
DALTON,32_2,2,BENE,1.98,90,IND,,d,5.2
DALTON,32_2,2,BENE,1.27,60,IND,,d,0.9
DALTON,32_2,2,BENE,10.5,0,IND,,d,1.1
DALTON,32_2,2,BENE,10,0,IND,,d,2.4
DALTON,32_2,2,SALIX,1.42,75,CLUMP,START,d,1.2
DALTON,32_2,2,SALIX,1.19,0,CLUMP,,d,1.2
DALTON,32_2,2,SALIX,1.19,0,CLUMP,,d,0.9
DALTON,32_2,2,SALIX,0.43,30,CLUMP,,d,1.5
DALTON,32_2,2,SALIX,1.09,0,CLUMP,,d,1.5
DALTON,32_2,2,SALIX,1.6,0,CLUMP,,d,1.2
DALTON,32_2,2,SALIX,1.7,5,CLUMP,,d,1.2
DALTON,32_2,2,SALIX,1.7,0,CLUMP,,d,1.2
DALTON,32_2,2,SALIX,0.48,5,CLUMP,,d,2.1
DALTON,32_2,2,SALIX,0.23,5,CLUMP,,d,1.5
DALTON,32_2,2,SALIX,0.23,15,CLUMP,,d,1.8
DALTON,32_2,2,SALIX,1.27,40,CLUMP,,d,1.2
DALTON,32_2,2,SALIX,0.41,100,CLUMP,,d,0.6
DALTON,32_2,2,SALIX,1.19,0,CLUMP,,d,0.9
DALTON,32_2,2,SALIX,0.97,0,CLUMP,,d,1.2
DALTON,32_2,2,SALIX,0.48,0,CLUMP,,d,1.8
DALTON,32_2,2,SALIX,0.23,0,CLUMP,,d,1.5
DALTON,32_2,2,SALIX,0.41,0,CLUMP,,d,1.8
DALTON,32_2,2,SALIX,0.41,0,CLUMP,,d,1.8
DALTON,32_2,2,SALIX,0.23,100,CLUMP,,d,0.3
DALTON,32_2,2,SALIX,0.33,0,CLUMP,,d,1.5
DALTON,32_2,2,SALIX,0.41,5,CLUMP,,d,1.8
DALTON,32_2,2,SALIX,1.04,5,CLUMP,,d,1.2
DALTON,32_2,2,SALIX,0.48,10,CLUMP,,d,1.8
DALTON,32_2,2,SALIX,0.33,0,CLUMP,,d,1.5
DALTON,32_2,2,SALIX,0.97,0,CLUMP,,d,1.2
DALTON,32_2,2,SALIX,0.33,0,CLUMP,,d,1.8
DALTON,32_2,2,SALIX,0.23,0,CLUMP,,d,1.5
DALTON,32_2,2,SALIX,0.97,0,CLUMP,,d,0.9
DALTON,32_2,2,SALIX,0.97,0,CLUMP,,d,1.8
DALTON,32_2,2,SALIX,1.68,50,CLUMP,,d,0.9
DALTON,32_2,2,SALIX,0.48,0,CLUMP,,d,0.5
DALTON,32_2,2,SALIX,0.48,0,CLUMP,,d,0.3
DALTON,32_2,2,SALIX,0.86,40,CLUMP,,d,0.9
DALTON,32_2,2,SALIX,0.64,0,CLUMP,,d,0.9
DALTON,32_2,2,SALIX,0.71,15,CLUMP,,d,1.2
DALTON,32_2,2,SALIX,1.5,5,CLUMP,,d,1.2
DALTON,32_2,2,SALIX,0.41,60,CLUMP,,d,0.5
DALTON,32_2,2,SALIX,2.24,0,CLUMP,,d,0.5
DALTON,32_2,2,SALIX,0.97,0,CLUMP,,d,0.9
DALTON,32_2,2,SALIX,0.48,100,CLUMP,,d,0.6
DALTON,32_2,2,SALIX,1.27,80,CLUMP,END,d,1.2
DALTON,32_2,2,BENE,1.75,0,CLUMP,START,d,0.9
DALTON,32_2,2,BENE,2.13,10,CLUMP,,d,1.4
DALTON,32_2,2,BENE,0.97,0,CLUMP,,d,1.2
DALTON,32_2,2,BENE,1.6,90,CLUMP,END,d,3.7
DALTON,32_2,2,BENE,1.35,80,IND,,d,2.4
DALTON,32_2,2,BENE,1.91,70,CLUMP,START,d,3.7
DALTON,32_2,2,BENE,3.17,90,CLUMP,,d,4.3
DALTON,32_2,2,BENE,1.6,80,CLUMP,,d,2.4
DALTON,32_2,2,BENE,3.17,70,CLUMP,END,d,4.9
DALTON,32_2,2,BENE,1.42,90,IND,,d,3
DALTON,32_2,2,BENE,0.79,80,IND,,d,1.8
DALTON,32_2,2,BENE,1.12,80,CLUMP,START,d,2.7
DALTON,32_2,2,BENE,2.24,0,CLUMP,END,d,0.9
DALTON,32_2,2,BENE,1.27,90,IND,,d,3
DALTON,32_2,2,PIME,2.24,0,IND,,c,1.2
DALTON,32_2,2,PIME,2.54,0,IND,,c,2
DALTON,32_2,2,PIME,1.6,0,IND,,c,1.9
DALTON,32_2,2,PIME,1.19,0,IND,,c,0.6
DALTON,32_2,2,PIME,1.42,0,IND,,c,0.8
DALTON,32_2,2,PIME,1.6,0,IND,,c,0.9
DALTON,32_2,2,PIME,1.6,0,IND,,c,0.9
DALTON,32_2,2,PIME,2.13,0,IND,,c,1.1
DALTON,32_2,2,PIME,1.27,0,IND,,c,0.6
DALTON,32_2,2,PIME,1.04,0,IND,,c,0.5
DALTON,32_2,2,PIME,0.97,0,IND,,c,0.4
DALTON,32_2,2,PIME,1.04,0,IND,,c,0.3
DALTON,32_2,2,PIME,0.64,0,IND,,c,0.2
DALTON,32_2,2,PIME,0.64,0,IND,,c,0.3
DALTON,32_2,2,BENE,3.66,0,IND,,d,1.1
DALTON,32_2,2,BENE,3.66,90,IND,,d,2.1
DALTON,32_2,2,BENE,0.79,95,IND,,d,3.7
DALTON,32_2,2,BENE,2.24,90,IND,,d,3.4
DALTON,32_2,2,BENE,1.5,70,IND,,d,2.6
DALTON,32_2,2,BENE,0.71,50,IND,,d,2
DALTON,32_2,2,PIME,0.79,0,IND,,c,0.5
DALTON,32_2,2,SALIX,1.42,90,IND,,d,0.9
DALTON,32_2,2,PIME,1.04,0,IND,,c,0.6
DALTON,32_2,2,BENE,2.62,95,CLUMP,START,d,3
DALTON,32_2,2,BENE,2.06,100,CLUMP,,d,3
DALTON,32_2,2,BENE,1.19,100,CLUMP,END,d,2.4
DALTON,32_2,2,PIME,1.27,0,IND,,c,2.1
DALTON,32_2,2,BENE,1.04,80,IND,,d,2.4
DALTON,32_2,2,BENE,1.12,50,IND,,d,0.9
DALTON,32_2,2,BENE,1.68,50,IND,,d,2.4
DALTON,32_2,2,PIME,0.86,0,IND,,c,1.7
DALTON,32_2,2,PIME,1.91,0,IND,,c,0.6
DALTON,32_2,2,PIME,1.04,0,IND,,c,0.5
DALTON,32_2,2,PIME,1.91,0,IND,,c,1.2
DALTON,32_2,2,PIME,1.91,0,IND,,c,2
DALTON,32_2,2,BENE,0.97,50,IND,,d,2
DALTON,32_2,2,SALIX,0.71,100,IND,,d,0.9
DALTON,32_2,2,BENE,1.19,0,IND,,d,1.1
DALTON,32_2,2,BENE,1.68,0,IND,,d,1.1
DALTON,32_2,2,PIME,2.06,0,IND,,c,1.8
DALTON,32_2,2,SALIX,1.68,50,IND,,d,1.1
DALTON,32_2,2,PIME,1.68,0,IND,,c,1.1
DALTON,32_2,2,SALIX,1.04,0,CLUMP,START,d,1.1
DALTON,32_2,2,SALIX,1.91,20,CLUMP,END,d,2
DALTON,32_2,2,BENE,1.6,70,CLUMP,START,d,3.4
DALTON,32_2,2,BENE,1.68,85,CLUMP,,d,2.7
DALTON,32_2,2,BENE,1.68,60,CLUMP,,d,2.7
DALTON,32_2,2,BENE,1.5,25,CLUMP,,d,1.2
DALTON,32_2,2,BENE,1.35,0,CLUMP,END,d,1.8
DALTON,32_2,2,BENE,1.35,50,CLUMP,START,d,2.1
DALTON,32_2,2,BENE,2.54,70,CLUMP,,d,4.6
DALTON,32_2,2,BENE,2.87,50,CLUMP,,d,6.1
DALTON,32_2,2,BENE,1.6,65,CLUMP,,d,2.1
DALTON,32_2,2,BENE,1.42,75,CLUMP,,d,2
DALTON,32_2,2,BENE,1.04,92,CLUMP,,d,1.9
DALTON,32_2,2,BENE,1.27,15,CLUMP,,d,1.5
DALTON,32_2,2,BENE,0.97,10,CLUMP,END,d,1.8
DALTON,32_2,2,PIME,1.04,0,IND,,c,0.8
DALTON,32_2,2,PIME,1.5,0,CLUMP,START,c,1
DALTON,32_2,2,PIME,1.04,0,CLUMP,END,c,0.8
DALTON,32_2,2,PIME,2.54,0,IND,,c,1.1
DALTON,32_2,2,PIME,2.46,0,IND,,c,0.9
DALTON,32_2,2,PIME,1.68,0,IND,,c,2.1
DALTON,32_2,2,PIME,0.48,0,IND,,c,1.7
DALTON,32_2,2,PIME,1.27,0,IND,,c,2
DALTON,32_2,2,PIME,0.48,0,IND,,c,1.7
DALTON,32_2,2,PIME,1.91,0,IND,,c,0.9
DALTON,32_2,2,BENE,2.39,90,CLUMP,START,d,3
DALTON,32_2,2,BENE,2.62,0,CLUMP,END,d,1.2
DALTON,32_2,2,SALIX,1.75,100,IND,,d,0.6
DALTON,32_2,2,SALIX,2.46,0,IND,,d,1.1
DALTON,32_2,2,SALIX,1.04,0,IND,,d,0.6
DALTON,32_2,2,SALIX,1.98,50,CLUMP,START,d,0.9
DALTON,32_2,2,SALIX,0.71,100,CLUMP,,d,0.5
DALTON,32_2,2,SALIX,1.12,0,CLUMP,,d,0.9
DALTON,32_2,2,SALIX,0.71,0,CLUMP,,d,0.6
DALTON,32_2,2,SALIX,0.41,100,CLUMP,,d,0.3
DALTON,32_2,2,SALIX,0.64,100,CLUMP,,d,0.6
DALTON,32_2,2,SALIX,0.71,90,CLUMP,,d,1.8
DALTON,32_2,2,SALIX,1.35,0,CLUMP,,d,1.8
DALTON,32_2,2,SALIX,1.04,0,CLUMP,,d,1.5
DALTON,32_2,2,SALIX,2.13,0,CLUMP,,d,1.2
DALTON,32_2,2,SALIX,0.71,0,CLUMP,,d,1.2
DALTON,32_2,2,SALIX,1.27,50,CLUMP,,d,1.1
DALTON,32_2,2,SALIX,2.39,0,CLUMP,,d,1.2
DALTON,32_2,2,SALIX,2.46,50,CLUMP,,d,2.1
DALTON,32_2,2,SALIX,0.97,10,CLUMP,,d,1.7
DALTON,32_2,2,SALIX,0.97,0,CLUMP,END,d,1.5
DALTON,32_2,2,BENE,0.97,0,IND,,d,2.6
DALTON,32_2,2,BENE,2.87,95,CLUMP,START,d,3.7
DALTON,32_2,2,BENE,3.51,90,CLUMP,,d,3.7
DALTON,32_2,2,BENE,2.87,70,CLUMP,,d,3.7
DALTON,32_2,2,BENE,8,0,CLUMP,END,d,1.8
DALTON,32_2,2,BENE,1.42,0,IND,,d,1.1
DALTON,32_2,2,PIME,2.62,0,IND,,c,1.2
DALTON,32_2,2,PIME,2.39,0,IND,,c,0.9
DALTON,32_2,2,PIME,1.91,0,IND,,c,2.1
DALTON,32_2,2,PIME,1.27,0,IND,,c,1.2
DALTON,32_2,2,PIME,0.41,0,IND,,c,1.5
DALTON,32_2,2,PIME,1.04,0,IND,,c,1.5
DALTON,32_2,2,PIME,1.83,0,IND,,c,0.9
DALTON,32_2,2,POTR,1.04,50,CLUMP,START,d,2
DALTON,32_2,2,POTR,1.6,90,CLUMP,,d,2.6
DALTON,32_2,2,POTR,1.5,90,CLUMP,END,d,0.9
DALTON,32_2,2,BENE,2.31,0,CLUMP,START,d,0.8
DALTON,32_2,2,BENE,2.31,100,CLUMP,END,d,3.5
DALTON,32_2,2,BENE,1.12,70,CLUMP,START,d,2.4
DALTON,32_2,2,BENE,1.19,40,CLUMP,,d,1.4
DALTON,32_2,2,BENE,1.5,0,CLUMP,,d,1.1
DALTON,32_2,2,BENE,1.12,50,CLUMP,END,d,0.9
DALTON,32_2,2,SALIX,1.12,60,IND,,d,1.2
DALTON,32_2,2,BENE,1.75,70,CLUMP,START,d,2.4
DALTON,32_2,2,BENE,1.68,70,CLUMP,,d,2.1
DALTON,32_2,2,BENE,1.75,70,CLUMP,END,d,2.1
DALTON,32_2,2,BENE,5.72,100,IND,,d,4.3
DALTON,32_2,2,BENE,2.46,100,IND,,d,3
DALTON,32_2,2,PIME,1.04,0,IND,,c,0.8
DALTON,32_2,2,PIME,0.71,0,IND,,c,0.6
DALTON,32_2,2,BENE,1.5,0,IND,,d,1.4
DALTON,32_2,2,PIME,1.5,0,IND,,c,0.9
DALTON,32_2,2,PIME,1.68,0,IND,,c,1.5
DALTON,32_2,2,BENE,0.79,0,IND,,d,0.9
DALTON,32_2,2,PIME,1.04,0,IND,,c,1.2
DALTON,32_2,2,BENE,0.64,30,IND,,d,0.3
DALTON,32_2,2,PIME,1.91,0,IND,,c,1.2
DALTON,32_2,2,PIME,1.12,0,IND,,c,1.2
DALTON,32_2,2,BENE,2.62,40,IND,,d,1.2
DALTON,32_2,2,SALIX,1.6,20,CLUMP,START,d,2
DALTON,32_2,2,SALIX,1.42,0,CLUMP,,d,0.9
DALTON,32_2,2,SALIX,1.27,50,CLUMP,END,d,0.9
DALTON,32_2,2,SALIX,0.71,75,CLUMP,START,d,0.2
DALTON,32_2,2,SALIX,0.86,0,CLUMP,,d,0.3
DALTON,32_2,2,SALIX,1.27,50,CLUMP,END,d,0.6
DALTON,32_2,2,PIME,1.12,50,IND,,c,1.4
DALTON,32_2,2,BENE,1.83,80,CLUMP,START,d,3
DALTON,32_2,2,BENE,2.31,90,CLUMP,,d,3.7
DALTON,32_2,2,BENE,1.27,70,CLUMP,,d,2.1
DALTON,32_2,2,BENE,1.6,90,CLUMP,,d,3.7
DALTON,32_2,2,BENE,3.51,0,CLUMP,END,d,1.2
DALTON,32_2,2,SALIX,1.42,20,CLUMP,START,d,1.2
DALTON,32_2,2,SALIX,0.41,0,CLUMP,,d,0.3
DALTON,32_2,2,SALIX,1.27,75,CLUMP,,d,2.7
DALTON,32_2,2,SALIX,0.41,50,CLUMP,,d,0.6
DALTON,32_2,2,SALIX,0.86,15,CLUMP,,d,1.8
DALTON,32_2,2,SALIX,0.64,100,CLUMP,,d,0.8
DALTON,32_2,2,SALIX,1.35,40,CLUMP,,d,1.2
DALTON,32_2,2,SALIX,0.56,75,CLUMP,,d,0.6
DALTON,32_2,2,SALIX,0.86,0,CLUMP,,d,0.6
DALTON,32_2,2,SALIX,0.33,30,CLUMP,,d,1.8
DALTON,32_2,2,SALIX,1.12,0,CLUMP,,d,0.8
DALTON,32_2,2,SALIX,0.79,0,CLUMP,,d,0.6
DALTON,32_2,2,SALIX,0.56,0,CLUMP,,d,0.5
DALTON,32_2,2,SALIX,0.79,0,CLUMP,,d,0.8
DALTON,32_2,2,SALIX,1.35,0,CLUMP,,d,0.8
DALTON,32_2,2,SALIX,0.23,90,CLUMP,,d,0.5
DALTON,32_2,2,SALIX,0.33,100,CLUMP,,d,0.3
DALTON,32_2,2,SALIX,0.41,40,CLUMP,,d,0.3
DALTON,32_2,2,SALIX,0.64,0,CLUMP,,d,0.5
DALTON,32_2,2,SALIX,0.56,0,CLUMP,,d,0.3
DALTON,32_2,2,SALIX,0.41,0,CLUMP,,d,0.3
DALTON,32_2,2,SALIX,0.79,0,CLUMP,,d,0.5
DALTON,32_2,2,SALIX,0.71,0,CLUMP,,d,0.6
DALTON,32_2,2,SALIX,0.41,90,CLUMP,,d,0.5
DALTON,32_2,2,SALIX,1.35,0,CLUMP,END,d,0.9
DALTON,32_2,2,PIME,1.12,0,IND,,c,1.5
DALTON,32_2,2,PIME,2.24,0,IND,,c,0.8
DALTON,32_2,2,PIME,2.31,0,IND,,c,1.2
DALTON,32_2,2,PIME,1.27,0,IND,,c,0.8
DALTON,32_2,2,PIME,0.41,0,IND,,c,1.4
DALTON,32_2,2,PIME,2.77,0,IND,,c,2.4
DALTON,32_2,2,PIME,2.13,0,IND,,c,1.2
DALTON,32_2,2,PIME,1.42,0,IND,,c,2.1
DALTON,32_2,2,PIME,1.6,0,IND,,c,1.7
DALTON,32_2,2,PIME,1.5,0,IND,,c,0.6
DALTON,32_2,2,POTR,2.06,85,IND,,d,2.4
DALTON,32_2,2,POTR,1.42,85,IND,,d,2.3
DALTON,32_2,2,PIME,1.6,0,IND,,c,1.7
DALTON,32_2,2,PIME,2.31,0,IND,,c,1.7
DALTON,32_2,2,BENE,2.87,70,CLUMP,START,d,5.5
DALTON,32_2,2,BENE,1.75,70,CLUMP,,d,4.6
DALTON,32_2,2,BENE,3.1,90,CLUMP,,d,5.5
DALTON,32_2,2,BENE,2.54,70,CLUMP,,d,3.7
DALTON,32_2,2,BENE,2.06,70,CLUMP,,d,4.6
DALTON,32_2,2,BENE,1.27,40,CLUMP,,d,2.1
DALTON,32_2,2,BENE,1.91,0,CLUMP,END,d,1.4
DALTON,32_2,2,POTR,1.27,10,IND,,d,2.3
DALTON,32_2,2,PIME,1.12,0,IND,,c,1.4
DALTON,32_2,2,BENE,0.64,0,IND,,d,1.5
DALTON,32_2,2,BENE,1.12,0,IND,,d,1.4
DALTON,32_2,2,PIME,1.12,0,IND,,c,0.9
DALTON,32_2,2,POTR,0.86,30,IND,,d,0.3
DALTON,55_3,3,BENE,1.5,10,IND,,d,0.6
DALTON,55_3,3,BENE,0.64,40,CLUMP,START,d,0.3
DALTON,55_3,3,BENE,2.54,90,CLUMP,,d,3.7
DALTON,55_3,3,BENE,1.5,90,CLUMP,,d,3
DALTON,55_3,3,BENE,1.04,100,CLUMP,END,d,3
DALTON,55_3,3,BENE,0.97,20,CLUMP,START,d,0.6
DALTON,55_3,3,BENE,3.17,40,CLUMP,END,d,1.2
DALTON,55_3,3,BENE,1.27,30,CLUMP,START,d,1.2
DALTON,55_3,3,BENE,2.87,90,CLUMP,END,d,4.3
DALTON,55_3,3,BENE,0.86,30,IND,,d,0.3
DALTON,55_3,3,BENE,1.04,10,CLUMP,START,d,0.5
DALTON,55_3,3,BENE,1.27,20,CLUMP,END,d,0.6
DALTON,55_3,3,BENE,3.89,100,IND,,d,4.3
DALTON,55_3,3,BENE,1.42,90,IND,,d,2.4
DALTON,55_3,3,BENE,1.83,70,CLUMP,START,d,2.4
DALTON,55_3,3,BENE,0.64,90,CLUMP,,d,3.7
DALTON,55_3,3,BENE,0.79,90,CLUMP,END,d,2.4
DALTON,55_3,3,BENE,0.48,60,CLUMP,START,d,1.8
DALTON,55_3,3,BENE,3.17,95,CLUMP,END,d,2.4
DALTON,55_3,3,BENE,1.12,100,IND,,d,0.9
DALTON,55_3,3,BENE,3.17,0,CLUMP,START,d,1.8
DALTON,55_3,3,BENE,3.81,0,CLUMP,END,d,0.9
DALTON,55_3,3,BENE,1.27,60,IND,,d,0.8
DALTON,55_3,3,BENE,2.13,30,IND,,d,1.1
DALTON,55_3,3,BENE,1.83,90,IND,,d,3.7
DALTON,55_3,3,BENE,2.24,30,IND,,d,1.1
DALTON,55_3,3,SALIX,1.6,80,CLUMP,START,d,2.7
DALTON,55_3,3,SALIX,1.98,70,CLUMP,,d,2.3
DALTON,55_3,3,SALIX,1.5,70,CLUMP,END,d,2.7
DALTON,55_3,3,SALIX,1.98,95,CLUMP,START,d,2.4
DALTON,55_3,3,SALIX,1.91,90,CLUMP,,d,2.9
DALTON,55_3,3,SALIX,2.69,100,CLUMP,,d,3.7
DALTON,55_3,3,SALIX,1.68,90,CLUMP,END,d,2.7
DALTON,55_3,3,SALIX,0.41,50,IND,,d,0.2
DALTON,55_3,3,SALIX,1.75,100,CLUMP,START,d,2.7
DALTON,55_3,3,SALIX,2.62,100,CLUMP,END,d,2.9
DALTON,55_3,3,SALIX,1.68,0,IND,,d,1.1
DALTON,55_3,3,SALIX,1.27,80,IND,,d,2.1
DALTON,55_3,3,BENE,0.97,20,CLUMP,START,d,2.1
DALTON,55_3,3,BENE,2.54,100,CLUMP,,d,3.4
DALTON,55_3,3,BENE,4.85,100,CLUMP,END,d,5.5
DALTON,55_3,3,BENE,1.91,80,IND,,d,4.3
DALTON,55_3,3,BENE,1.6,70,IND,,d,0.9
DALTON,55_3,3,BENE,1.04,90,IND,,d,0.6
DALTON,55_3,3,BENE,1.12,40,IND,,d,0.6
DALTON,55_3,3,BENE,1.42,0,IND,,d,0.9
DALTON,55_3,3,SALIX,0.64,30,IND,,d,0.5
DALTON,55_3,3,BENE,1.91,15,CLUMP,START,d,0.9
DALTON,55_3,3,BENE,0.79,10,CLUMP,END,d,0.5
DALTON,55_3,3,BENE,2.54,90,CLUMP,START,d,6.1
DALTON,55_3,3,BENE,1.6,95,CLUMP,END,d,3
DALTON,55_3,3,BENE,3.02,85,IND,,d,4.3
DALTON,55_3,3,BENE,1.12,15,CLUMP,START,d,0.9
DALTON,55_3,3,BENE,3.02,90,CLUMP,END,d,3.7
DALTON,55_3,3,BENE,0.48,60,IND,,d,2
DALTON,55_3,3,BENE,1.68,30,IND,,d,0.9
DALTON,55_3,3,BENE,1.5,20,IND,,d,0.9
DALTON,55_3,3,BENE,2.24,70,IND,,d,1.2
DALTON,55_3,3,BENE,1.6,10,CLUMP,START,d,0.8
DALTON,55_3,3,BENE,0.64,90,CLUMP,END,d,2.1
DALTON,55_3,3,BENE,2.62,90,IND,,d,2.6
DALTON,55_3,3,SALIX,1.75,95,CLUMP,START,d,3.7
DALTON,55_3,3,SALIX,1.6,95,CLUMP,,d,3
DALTON,55_3,3,SALIX,1.6,20,CLUMP,END,d,0.3
DALTON,55_3,3,BENE,2.54,60,IND,,d,3
DALTON,55_3,3,BENE,0.97,20,IND,,d,0.9
DALTON,55_3,3,BENE,0.23,95,IND,,d,0.3
DALTON,55_3,3,BENE,1.83,5,CLUMP,START,d,0.9
DALTON,55_3,3,BENE,1.98,5,CLUMP,END,d,0.8
DALTON,55_3,3,BENE,1.12,10,IND,,d,0.5
DALTON,55_3,3,BENE,3.81,80,IND,,d,6.1
DALTON,55_3,3,BENE,2.87,90,IND,,d,2.7
DALTON,55_3,3,BENE,2.13,80,IND,,d,0.9
DALTON,55_3,3,BENE,0.48,20,CLUMP,START,d,0.2
DALTON,55_3,3,BENE,0.48,45,CLUMP,,d,0.2
DALTON,55_3,3,BENE,0.71,60,CLUMP,,d,0.5
DALTON,55_3,3,BENE,1.27,20,CLUMP,END,d,0.6
DALTON,55_3,3,BENE,0.41,75,IND,,d,0.2
DALTON,55_3,3,SALIX,1.04,75,IND,,d,0.5
DALTON,55_3,3,SALIX,0.41,25,IND,,d,0.3
DALTON,55_3,3,SALIX,0.64,40,IND,,d,0.3
DALTON,55_3,3,SALIX,1.91,0,CLUMP,START,d,0.9
DALTON,55_3,3,SALIX,1.12,10,CLUMP,,d,0.9
DALTON,55_3,3,SALIX,1.27,50,CLUMP,,d,0.9
DALTON,55_3,3,SALIX,2.13,80,CLUMP,,d,2
DALTON,55_3,3,SALIX,2.13,90,CLUMP,,d,2.1
DALTON,55_3,3,SALIX,2.24,70,CLUMP,,d,1.2
DALTON,55_3,3,SALIX,1.6,40,CLUMP,,d,2.1
DALTON,55_3,3,SALIX,1.83,0,CLUMP,,d,1.5
DALTON,55_3,3,SALIX,0.97,5,CLUMP,,d,0.6
DALTON,55_3,3,SALIX,1.12,0,CLUMP,END,d,0.6
DALTON,55_3,3,BENE,3.17,60,IND,,d,3.7
DALTON,55_3,3,BENE,0.71,10,CLUMP,START,d,0.5
DALTON,55_3,3,BENE,1.42,10,CLUMP,END,d,0.9
DALTON,55_3,3,BENE,1.12,5,CLUMP,START,d,0.9
DALTON,55_3,3,BENE,1.98,25,CLUMP,,d,0.9
